estID,est_name,full_ecosystem_type_name,efz_ha,Cumulative Pressure Level,pressure_2025_flow_modification,pressure_artificial_breaching,pressure_2018_Flow_modification,pressure_2025_pollution,pressure_2018_Pollution,pressure_2025_habitat_loss,pressure_2025_fishing_effort_DEFF,pressure_2018_fishing_effort_DEFF,pressure_2011_fishing_effort_DEFF,pressure_invasive_alien_plants,Pressure_alien_fish,OUTLET_IDw,NAME,LONGdd,LATdd,EcoType_na,RLE_NBA18,PL_NBA18,PES2018,type,zone,extent,RLE,EPL,RLE_EPL,realm,protection_level,threat_status
"230",oHlangeni,3 Subtropical - Large Temporarily Closed,"70.3",Medium,Low,Low,Low,Very high,Very high,Medium,Medium,Medium,Low,,,"384",oHlangeni,"30.405588","-30.820225",Subtropical Large Temporarily Closed,Endangered,Poorly,C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"231",iZotsha,3 Subtropical - Large Temporarily Closed,"104",Medium,Low,,Low,High,High,Medium,Medium,Medium,Low,Medium,,"389",iZotsha,"30.42365797","-30.78953389",Subtropical Large Temporarily Closed,Endangered,Poorly,B/C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"232",iBhobhoyi,3 Subtropical - Small Temporarily Closed,"47.9",Medium,Low,,Low,High,High,Medium,Low,Low,Low,,,"390",iBhobhoyi,"30.43923697","-30.77069694",Subtropical Small Temporarily Closed,Vulnerable,Moderately,B/C,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"233",uMbango,3 Subtropical - Small Temporarily Closed,"36.7",Very high,Very high,,Very high,Very high,Very high,High,Low,Low,Low,,,"392",uMbango,"30.447669","-30.75770694",Subtropical Small Temporarily Closed,Vulnerable,Moderately,E,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"234",uMzimkhulu,3 Subtropical - Predominantly Open,"402.9",Medium,Low,Low,Low,Low,Low,Medium,Very high,Very high,High,,,"393",uMzimkhulu,"30.4583","-30.73983278",Subtropical Predominantly Open,Endangered,Moderately,B,Subtropical Predominantly Open,Subtropical,"78.49914201670001",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"235",uMthente,3 Subtropical - Large Temporarily Closed,"102.5",Medium,Medium,,Medium,High,High,Medium,Medium,Low,Low,,,"395",uMthente,"30.48169497","-30.70959278",Subtropical Large Temporarily Closed,Endangered,Poorly,C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"236",uMhlangomkhulu (North) (Mhlangamkulu),3 Subtropical - Large Temporarily Closed,"27.9",Medium,High,,High,High,High,Medium,Medium,Low,Low,High,,"396",uMhlangomkhulu (North) (Mhlangamkulu),"30.498345","-30.688165",Subtropical Large Temporarily Closed,Endangered,Poorly,C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"237",iDombe,3 Subtropical - Large Temporarily Closed,"27.1",High,High,,High,Medium,Medium,Medium,Low,Low,Low,High,,"399",iDombe,"30.51042597","-30.67246194",Subtropical Large Temporarily Closed,Endangered,Poorly,D,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"238",iKhoshwana,3 Subtropical - Large Temporarily Closed,"23.1",Medium,Low,,Low,Very high,Very high,High,Low,Low,Low,,,"402",iKhoshwana,"30.517298","-30.66031583",Subtropical Large Temporarily Closed,Endangered,Poorly,C/D,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"239",iNjambili,3 Subtropical - Small Temporarily Closed,"67.40000000000001",Medium,Very high,,Very high,Medium,Medium,Medium,Low,Low,Low,Medium,High,"406",iNjambili,"30.53653397","-30.637205",Subtropical Small Temporarily Closed,Vulnerable,Moderately,C,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"240",uMzumbe,3 Subtropical - Large Temporarily Closed,"291.2",Medium,Low,,Low,Medium,Medium,High,Medium,Low,Low,Medium,,"408",uMzumbe,"30.547781","-30.61392583",Subtropical Large Temporarily Closed,Endangered,Poorly,C/D,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"241",uMhlabashana,3 Subtropical - Large Temporarily Closed,"32.5",Low,Low,,Low,High,High,Medium,Low,Low,Low,Medium,,"410",uMhlabashana,"30.57139897","-30.584478",Subtropical Large Temporarily Closed,Endangered,Poorly,B/C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"242",uMhlungwa,3 Subtropical - Large Temporarily Closed,"43.8",Medium,Low,,Low,Medium,Medium,High,Low,Low,Low,Medium,,"413",uMhlungwa,"30.58323497","-30.56081278",Subtropical Large Temporarily Closed,Endangered,Poorly,C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"243",uMfazezala,3 Subtropical - Large Temporarily Closed,"20.9",Medium,Low,,Low,High,High,High,Medium,Medium,Low,,,"415",uMfazezala,"30.60706497","-30.531815",Subtropical Large Temporarily Closed,Endangered,Poorly,C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"244",uMakhosi,3 Subtropical - Small Temporarily Closed,"19",Medium,Low,,Low,Medium,Medium,Medium,Low,Low,Low,,,"416",uMakhosi,"30.610236","-30.52585694",Subtropical Small Temporarily Closed,Vulnerable,Moderately,B/C,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"245",uMnamfu,3 Subtropical - Small Temporarily Closed,"18.1",Medium,Low,,Low,High,High,Medium,Medium,Medium,Low,,,"419",uMnamfu,"30.62472197","-30.50840889",Subtropical Small Temporarily Closed,Vulnerable,Moderately,C,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"246",uMthwalume,3 Subtropical - Large Temporarily Closed,"185.6",Medium,Low,,Low,Medium,Medium,Medium,Medium,Medium,Low,Medium,,"420",uMthwalume,"30.6356","-30.485175",Subtropical Large Temporarily Closed,Endangered,Poorly,C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"247",uMvuzi,3 Subtropical - Large Temporarily Closed,"36.7",Medium,Low,,Low,Medium,Medium,Medium,Medium,Medium,Low,,,"422",uMvuzi,"30.647614","-30.46979889",Subtropical Large Temporarily Closed,Endangered,Poorly,C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"248",iFafa,3 Subtropical - Large Temporarily Closed,"111.2",High,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,,"423",iFafa,"30.653613","-30.45668694",Subtropical Large Temporarily Closed,Endangered,Poorly,C/D,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"249",uMdesingane,3 Subtropical - Small Temporarily Closed,"25",High,Low,,Low,Very high,Very high,High,Medium,Medium,Low,,,"426",uMdesingane,"30.67159097","-30.42604778",Subtropical Small Temporarily Closed,Vulnerable,Moderately,D,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"250",iSezela,3 Subtropical - Large Temporarily Closed,"72.7",Medium,Low,,Low,Very high,Very high,Medium,Medium,Medium,Low,,,"427",iSezela,"30.67774297","-30.41501278",Subtropical Large Temporarily Closed,Endangered,Poorly,C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"251",uMkhumbane,3 Subtropical - Small Temporarily Closed,"24.8",Medium,Low,,Low,High,High,High,Medium,Medium,Low,,,"428",uMkhumbane,"30.682835","-30.40560694",Subtropical Small Temporarily Closed,Vulnerable,Moderately,C,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"252",iNkomba,3 Subtropical - Small Temporarily Closed,"1.1",Medium,Low,,Low,High,High,Medium,Low,Low,Low,,,"431",iNkomba,"30.720378","-30.35287694",Subtropical Small Temporarily Closed,Vulnerable,Moderately,C,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"253",uMuziwezinto,3 Subtropical - Large Temporarily Closed,"105.3",Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Low,,,"432",uMuziwezinto,"30.70914497","-30.36764097",Subtropical Large Temporarily Closed,Endangered,Poorly,C/D,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"254",uMzimayi,3 Subtropical - Small Temporarily Closed,"26.6",Medium,High,,High,High,High,Medium,Medium,Medium,Low,,,"433",uMzimayi,"30.727318","-30.34647",Subtropical Small Temporarily Closed,Vulnerable,Moderately,C/D,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"255",Rocky Bay,3 Subtropical - Small Temporarily Closed,"5.9",High,High,,High,High,High,Medium,Medium,Medium,Low,Medium,,"434",Rocky Bay,"30.7346375","-30.33380681",Subtropical Small Temporarily Closed,Vulnerable,Moderately,C/D,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"256",uMphambanyoni,3 Subtropical - Small Temporarily Closed,"84.40000000000001",Medium,Low,,Low,High,High,Medium,Medium,Medium,Low,,,"438",uMphambanyoni,"30.75929597","-30.28039778",Subtropical Small Temporarily Closed,Vulnerable,Moderately,C,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"257",aMahlongwa,3 Subtropical - Small Temporarily Closed,"98.09999999999999",Medium,Low,,Low,High,High,Medium,Medium,Medium,Medium,Medium,,"439",aMahlongwa,"30.763926","-30.269138",Subtropical Small Temporarily Closed,Vulnerable,Moderately,C,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"258",uMahlongwane,3 Subtropical - Large Temporarily Closed,"40.7",Medium,Low,,Low,High,High,High,Medium,Medium,Low,Medium,,"442",uMahlongwane,"30.793734","-30.22513278",Subtropical Large Temporarily Closed,Endangered,Poorly,C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"259",uMkhomazi,3 Subtropical - Predominantly Open,"331.9",Medium,Medium,,Medium,Medium,Medium,High,Very high,Very high,High,Medium,High,"444",uMkhomazi,"30.803868","-30.20258897",Subtropical Predominantly Open,Endangered,Moderately,C,Subtropical Predominantly Open,Subtropical,"78.49914201670001",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"260",iNgane,3 Subtropical - Small Temporarily Closed,"34.6",High,Low,,Low,Medium,Medium,Medium,Low,Low,Low,Medium,,"445",iNgane,"30.817131","-30.17884",Subtropical Small Temporarily Closed,Vulnerable,Moderately,C,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"261",uMgababa,3 Subtropical - Large Temporarily Closed,"138",Medium,Medium,,Medium,Medium,Medium,Medium,High,High,Low,Medium,,"446",uMgababa,"30.83072697","-30.15567",Subtropical Large Temporarily Closed,Endangered,Poorly,C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"262",uMsimbazi,3 Subtropical - Large Temporarily Closed,"193.7",Medium,Low,,Low,Medium,Medium,Medium,Very high,High,Low,Medium,,"448",uMsimbazi,"30.847659","-30.12952397",Subtropical Large Temporarily Closed,Endangered,Poorly,B/C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"263",iLovu,3 Subtropical - Large Temporarily Closed,"425.4",High,High,Medium,High,Medium,Medium,Medium,Very high,Very high,Medium,Medium,,"449",iLovu,"30.857575","-30.105432",Subtropical Large Temporarily Closed,Endangered,Poorly,C/D,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"264",aManzanamtoti,3 Subtropical - Small Temporarily Closed,"55.2",Very high,High,Very high,High,Very high,Very high,High,Very high,Low,Low,Medium,Low,"451",aManzanamtoti,"30.87326097","-30.078032",Subtropical Small Temporarily Closed,Vulnerable,Moderately,E,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"265",aManzimtoti,3 Subtropical - Large Temporarily Closed,"50.3",Very high,Medium,Medium,Medium,Very high,Very high,Very high,Very high,Low,Low,Medium,Low,"452",aManzimtoti,"30.884643","-30.05855997",Subtropical Large Temporarily Closed,Endangered,Poorly,D/E,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"266",iZimbokodo,3 Subtropical - Large Temporarily Closed,"89.40000000000001",Very high,High,,High,Very high,Very high,Very high,Very high,Low,Low,Medium,,"453",iZimbokodo,"30.93678797","-30.009709",Subtropical Large Temporarily Closed,Endangered,Poorly,E,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"267",iSiphingo,3 Subtropical - Predominantly Open,"704.4",Very high,Very high,Very high,Very high,Very high,Very high,Very high,Very high,Low,Low,Medium,Low,"454",iSiphingo,"30.951261","-29.99589694",Subtropical Predominantly Open,Endangered,Moderately,F,Subtropical Predominantly Open,Subtropical,"78.49914201670001",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"268",Durban Bay,3 Subtropical - Estuarine Bay,"2815.2",Very high,High,,High,Medium,Medium,Very high,Very high,Very high,High,,Low,"455",Durban Bay,"31.062508","-29.86613472",Subtropical Estuarine Bay,Critically Endangered,Not Protected,E,Subtropical Estuarine Bay,Subtropical,"28.1520198775",CR,NP,CR_NP,est,Not Protected,Critically Endangered
"269",uMngeni,3 Subtropical - Predominantly Open,"403.5",Very high,High,Low,Very high,Very high,Very high,Very high,Very high,Very high,Low,Medium,Very high,"456",uMngeni,"31.04261197","-29.80849583",Subtropical Predominantly Open,Endangered,Moderately,E,Subtropical Predominantly Open,Subtropical,"78.49914201670001",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"270",uMhlanga,3 Subtropical - Large Temporarily Closed,"150.8",Very high,High,High,High,High,High,Medium,Very high,Medium,Low,Medium,High,"457",uMhlanga,"31.101473","-29.70300889",Subtropical Large Temporarily Closed,Endangered,Poorly,D,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"271",uMdloti,3 Subtropical - Large Temporarily Closed,"189.5",High,High,High,High,Very high,Very high,High,Very high,Medium,Low,Medium,High,"458",uMdloti,"31.129148","-29.650593",Subtropical Large Temporarily Closed,Endangered,Poorly,D,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"272",uThongathi,3 Subtropical - Large Temporarily Closed,"145.6",Very high,Medium,Low,Medium,Very high,Very high,High,Very high,Low,Low,Medium,High,"462",uThongathi,"31.184885","-29.57340972",Subtropical Large Temporarily Closed,Endangered,Poorly,D,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"273",uMhlali,3 Subtropical - Large Temporarily Closed,"200.9",High,Medium,,Medium,Very high,Very high,High,High,Medium,Low,Medium,,"470",uMhlali,"31.27816997","-29.46015972",Subtropical Large Temporarily Closed,Endangered,Poorly,D,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"274",Bob’s Stream,3 Subtropical - Small Temporarily Closed,"8.9",High,High,,Low,High,High,High,Low,Low,Low,,,"471",Bob’s Stream,"31.294736","-29.43797694",Subtropical Small Temporarily Closed,Vulnerable,Moderately,B/C,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"275",uSetheni,3 Subtropical - Small Temporarily Closed,"10.2",Low,Low,,Low,High,High,Medium,Low,Low,Low,,,"472",uSetheni,"31.302904","-29.42935194",Subtropical Small Temporarily Closed,Vulnerable,Moderately,B/C,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"276",uMvoti,3 Subtropical - Large Fluvially Dominated,"288.7",High,High,Low,High,High,High,Very high,Medium,Low,Low,High,High,"476",uMvoti,"31.334854","-29.39188194",Subtropical Large Fluvially Dominated,Endangered,Poorly,D,Subtropical Large Fluvially Dominated,Subtropical,"107.65828848",EN,PP,EN_PP,est,Poorly Protected,Endangered
"277",uMdlotane,3 Subtropical - Large Temporarily Closed,"79.90000000000001",Medium,Low,Low,Low,High,High,Low,Medium,Medium,Low,,,"477",uMdlotane,"31.373829","-29.35240297",Subtropical Large Temporarily Closed,Endangered,Poorly,B,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"278",iNonoti,3 Subtropical - Large Temporarily Closed,"153.8",Medium,Low,,Low,High,High,High,High,Medium,Low,,,"478",iNonoti,"31.40708","-29.318857",Subtropical Large Temporarily Closed,Endangered,Poorly,C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"279",iZinkwazi,3 Subtropical - Large Temporarily Closed,"300.1",Medium,Low,Low,Low,Medium,Medium,Medium,High,High,Low,,,"479",iZinkwazi,"31.44347797","-29.28159",Subtropical Large Temporarily Closed,Endangered,Poorly,B/C,Subtropical Large Temporarily Closed,Subtropical,"50.512089756",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"280",uThukela,3 Subtropical - Large Fluvially Dominated,"1261",High,Medium,Medium,Medium,High,High,Medium,Very high,Very high,High,Medium,Very high,"480",uThukela,"31.501006","-29.22425278",Subtropical Large Fluvially Dominated,Endangered,Poorly,D,Subtropical Large Fluvially Dominated,Subtropical,"107.65828848",EN,PP,EN_PP,est,Poorly Protected,Endangered
"281",aMatigulu/iNyoni,3 Subtropical - Predominantly Open,"1183.1",Medium,Medium,Low,Low,High,Low,Low,Very high,High,High,,,"481",aMatigulu/iNyoni,"31.644552","-29.083696",Subtropical Predominantly Open,Endangered,Moderately,B,Subtropical Predominantly Open,Subtropical,"78.49914201670001",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"282",iSiyaya,3 Subtropical - Small Temporarily Closed,"88.40000000000001",Very high,High,,Very high,Very high,Very high,Very high,Very high,Medium,Low,,,"482",iSiyaya,"31.763138","-28.966881",Subtropical Small Temporarily Closed,Vulnerable,Moderately,E,Subtropical Small Temporarily Closed,Subtropical,"20.4839036646",VU,MP,VU_MP,est,Moderately Protected,Vulnerable
"283",uMlalazi,3 Subtropical - Predominantly Open,"1851.7",Medium,Medium,Low,Medium,High,Low,Medium,Very high,High,High,Medium,High,"483",uMlalazi,"31.82302697","-28.94472083",Subtropical Predominantly Open,Endangered,Moderately,B,Subtropical Predominantly Open,Subtropical,"78.49914201670001",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"284",uMhlathuze,3 Subtropical - Estuarine Lake,"5642.3",High,High,,Low,High,Very high,High,Very high,Very high,High,,High,"486",uMhlathuze,"32.04999097","-28.84887472",Subtropical Estuarine Lake,Endangered,Poorly,D,Subtropical Estuarine Lake,Subtropical,"818.752767461",EN,MP,EN_MP,est,Moderately Protected,Endangered
"285",Richards Bay,3 Subtropical - Estuarine Lake,"6365.1",Very high,High,,High,Very high,Very high,Very high,Very high,Very high,High,,,"487",Richards Bay,"32.09776697","-28.814205",Subtropical Estuarine Lake,Endangered,Poorly,D,Subtropical Estuarine Lake,Subtropical,"818.752767461",EN,MP,EN_MP,est,Moderately Protected,Endangered
"286",iNhlabane,3 Subtropical - Estuarine Lake,"1875.7",Very high,Medium,,Medium,High,Medium,Very high,Very high,High,Low,,,"488",iNhlabane,"32.25711797","-28.66140583",Subtropical Estuarine Lake,Endangered,Poorly,E,Subtropical Estuarine Lake,Subtropical,"818.752767461",EN,MP,EN_MP,est,Moderately Protected,Endangered
"287",iMfolozi/uMsunduze,3 Subtropical - Large Fluvially Dominated,"7903.7",High,Low,High,Low,Very high,Very high,Very high,Very high,Very high,High,High,,"489",iMfolozi/uMsunduze,"32.425051","-28.389275",Subtropical Large Fluvially Dominated,Endangered,Poorly,D,Subtropical Large Fluvially Dominated,Subtropical,"107.65828848",EN,PP,EN_PP,est,Poorly Protected,Endangered
"288",St Lucia,3 Subtropical - Estuarine Lake,"67992.2",High,Low,Very high,Low,Low,Low,Low,Very high,Very high,High,Medium,,"490",St Lucia,"32.42472897","-28.38256278",Subtropical Estuarine Lake,Endangered,Poorly,D,Subtropical Estuarine Lake,Subtropical,"818.752767461",EN,MP,EN_MP,est,Moderately Protected,Endangered
